医薬品名,薬価基準収載医薬品コード,一般名,薬剤区分
メマンチン塩酸塩錠５ｍｇ「明治」,1190018F1112,メマンチン塩酸塩,内服
メマンチン塩酸塩１０ｍｇ錠,1190018F2011,メマンチン塩酸塩,内服
メマリー錠１０ｍｇ,1190018F2020,メマンチン塩酸塩,内服
メマンチン塩酸塩錠１０ｍｇ「ＤＳＥＰ」,1190018F2038,メマンチン塩酸塩,内服
メマンチン塩酸塩錠１０ｍｇ「トーワ」,1190018F2097,メマンチン塩酸塩,内服
メマンチン塩酸塩錠１０ｍｇ「明治」,1190018F2119,メマンチン塩酸塩,内服
メマンチン塩酸塩２０ｍｇ錠,1190018F3018,メマンチン塩酸塩,内服
メマリー錠２０ｍｇ,1190018F3026,メマンチン塩酸塩,内服
メマンチン塩酸塩錠２０ｍｇ「ＤＳＥＰ」,1190018F3034,メマンチン塩酸塩,内服
メマンチン塩酸塩錠２０ｍｇ「トーワ」,1190018F3093,メマンチン塩酸塩,内服
メマンチン塩酸塩錠２０ｍｇ「明治」,1190018F3115,メマンチン塩酸塩,内服
メマンチン塩酸塩５ｍｇ口腔内崩壊錠,1190018F4014,メマンチン塩酸塩,内服
メマリーＯＤ錠５ｍｇ,1190018F4022,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「ＤＳＥＰ」,1190018F4030,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「ＪＧ」,1190018F4049,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「ＴＣＫ」,1190018F4073,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「ＹＤ」,1190018F4081,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「ＺＥ」,1190018F4090,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「アメル」,1190018F4103,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「クラシエ」,1190018F4138,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「ケミファ」,1190018F4146,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「サワイ」,1190018F4154,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「サンド」,1190018F4162,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「タカタ」,1190018F4170,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「トーワ」,1190018F4197,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「日医工」,1190018F4200,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「日新」,1190018F4219,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「ニプロ」,1190018F4227,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「フェルゼン」,1190018F4235,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「明治」,1190018F4243,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠５ｍｇ「ＮＩＧ」,1190018F4251,メマンチン塩酸塩,内服
メマンチン塩酸塩１０ｍｇ口腔内崩壊錠,1190018F5010,メマンチン塩酸塩,内服
メマリーＯＤ錠１０ｍｇ,1190018F5029,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１０ｍｇ「ＤＳＥＰ」,1190018F5037,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１０ｍｇ「ＪＧ」,1190018F5045,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１０ｍｇ「ＴＣＫ」,1190018F5070,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１０ｍｇ「クラシエ」,1190018F5134,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１０ｍｇ「タカタ」,1190018F5177,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１０ｍｇ「トーワ」,1190018F5193,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１０ｍｇ「フェルゼン」,1190018F5231,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１０ｍｇ「明治」,1190018F5240,メマンチン塩酸塩,内服
メマンチン塩酸塩２０ｍｇ口腔内崩壊錠,1190018F6017,メマンチン塩酸塩,内服
メマリーＯＤ錠２０ｍｇ,1190018F6025,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠２０ｍｇ「ＤＳＥＰ」,1190018F6033,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠２０ｍｇ「ＪＧ」,1190018F6041,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠２０ｍｇ「ＴＣＫ」,1190018F6076,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠２０ｍｇ「タカタ」,1190018F6173,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠２０ｍｇ「トーワ」,1190018F6190,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠２０ｍｇ「日新」,1190018F6211,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠２０ｍｇ「フェルゼン」,1190018F6238,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠２０ｍｇ「明治」,1190018F6246,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１５ｍｇ「ＴＣＫ」,1190018F7021,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１５ｍｇ「クラシエ」,1190018F7030,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１５ｍｇ「ケミファ」,1190018F7048,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１５ｍｇ「サンド」,1190018F7056,メマンチン塩酸塩,内服
メマンチン塩酸塩ＯＤ錠１５ｍｇ「日新」,1190018F7064,メマンチン塩酸塩,内服
メマリードライシロップ２％,1190018R1020,メマンチン塩酸塩,内服
メマンチン塩酸塩ＤＳ２％「サワイ」,1190018R1038,メマンチン塩酸塩,内服
メマンチン塩酸塩ドライシロップ２％「ＤＳＥＰ」,1190018R1046,メマンチン塩酸塩,内服
レミニール錠４ｍｇ,1190019F1028,ガランタミン臭化水素酸塩,内服
レミニール錠８ｍｇ,1190019F2024,ガランタミン臭化水素酸塩,内服
レミニール錠１２ｍｇ,1190019F3020,ガランタミン臭化水素酸塩,内服
レミニールＯＤ錠４ｍｇ,1190019F4027,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠４ｍｇ「ＤＳＥＰ」,1190019F4035,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠４ｍｇ「ＪＧ」,1190019F4043,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠４ｍｇ「ＹＤ」,1190019F4051,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠４ｍｇ「アメル」,1190019F4060,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠４ｍｇ「サワイ」,1190019F4078,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠４ｍｇ「トーワ」,1190019F4094,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠４ｍｇ「日医工」,1190019F4108,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠４ｍｇ「ニプロ」,1190019F4116,ガランタミン臭化水素酸塩,内服
ガランタミン臭化水素酸塩８ｍｇ口腔内崩壊錠,1190019F5015,ガランタミン臭化水素酸塩,内服
レミニールＯＤ錠８ｍｇ,1190019F5023,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠８ｍｇ「ＪＧ」,1190019F5040,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠８ｍｇ「ＹＤ」,1190019F5058,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠８ｍｇ「サワイ」,1190019F5074,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠８ｍｇ「トーワ」,1190019F5090,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠８ｍｇ「ニプロ」,1190019F5112,ガランタミン臭化水素酸塩,内服
ガランタミン臭化水素酸塩１２ｍｇ口腔内崩壊錠,1190019F6011,ガランタミン臭化水素酸塩,内服
レミニールＯＤ錠１２ｍｇ,1190019F6020,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠１２ｍｇ「ＪＧ」,1190019F6046,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠１２ｍｇ「ＹＤ」,1190019F6054,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠１２ｍｇ「アメル」,1190019F6062,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠１２ｍｇ「サワイ」,1190019F6070,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠１２ｍｇ「トーワ」,1190019F6097,ガランタミン臭化水素酸塩,内服
ガランタミンＯＤ錠１２ｍｇ「ニプロ」,1190019F6119,ガランタミン臭化水素酸塩,内服
レミニール内用液４ｍｇ／ｍＬ,1190019S1026,ガランタミン臭化水素酸塩,内服
レグナイト錠３００ｍｇ,1190020F1020,ガバペンチン　エナカルビル,内服
コレアジン錠１２．５ｍｇ,1190021F1025,テトラベナジン,内服
レグテクト錠３３３ｍｇ,1190022H1020,アカンプロサートカルシウム,内服
ベルソムラ錠１５ｍｇ,1190023F1024,スボレキサント,内服
ベルソムラ錠２０ｍｇ,1190023F2020,スボレキサント,内服
ベルソムラ錠１０ｍｇ,1190023F3027,スボレキサント,内服
テクフィデラカプセル１２０ｍｇ,1190024M1028,フマル酸ジメチル,内服
テクフィデラカプセル２４０ｍｇ,1190024M2024,フマル酸ジメチル,内服
セリンクロ錠１０ｍｇ,1190025F1023,ナルメフェン塩酸塩水和物,内服
タリージェ錠２．５ｍｇ,1190026F1028,ミロガバリンベシル酸塩,内服
タリージェ錠５ｍｇ,1190026F2024,ミロガバリンベシル酸塩,内服
タリージェ錠１０ｍｇ,1190026F3020,ミロガバリンベシル酸塩,内服
タリージェ錠１５ｍｇ,1190026F4027,ミロガバリンベシル酸塩,内服
タリージェＯＤ錠２．５ｍｇ,1190026F5023,ミロガバリンベシル酸塩,内服
タリージェＯＤ錠５ｍｇ,1190026F6020,ミロガバリンベシル酸塩,内服
タリージェＯＤ錠１０ｍｇ,1190026F7026,ミロガバリンベシル酸塩,内服
タリージェＯＤ錠１５ｍｇ,1190026F8022,ミロガバリンベシル酸塩,内服
デエビゴ錠２．５ｍｇ,1190027F1022,レンボレキサント,内服
デエビゴ錠５ｍｇ,1190027F2029,レンボレキサント,内服
デエビゴ錠１０ｍｇ,1190027F3025,レンボレキサント,内服
メラトベル顆粒小児用０．２％,1190028D1026,メラトニン,内服
メラトベル錠小児用１ｍｇ,1190028F1027,メラトニン,内服
メラトベル錠小児用２ｍｇ,1190028F2023,メラトニン,内服
エブリスディ錠５ｍｇ,1190029F1021,リスジプラム,内服
エブリスディドライシロップ６０ｍｇ,1190029R1028,リスジプラム,内服
レイボー錠５０ｍｇ,1190030F1024,ラスミジタンコハク酸塩,内服
レイボー錠１００ｍｇ,1190030F2020,ラスミジタンコハク酸塩,内服
ジスバルカプセル４０ｍｇ,1190031M1028,バルベナジントシル酸塩,内服
ジスバルカプセル２０ｍｇ,1190031M2024,バルベナジントシル酸塩,内服
ラジカット内用懸濁液２．１％,1190032S1021,エダラボン,内服
クービビック錠２５ｍｇ,1190033F1028,ダリドレキサント塩酸塩,内服
クービビック錠５０ｍｇ,1190033F2024,ダリドレキサント塩酸塩,内服
ボルズィ錠２．５ｍｇ,1190034F1022,ボルノレキサント水和物,内服
ボルズィ錠５ｍｇ,1190034F2029,ボルノレキサント水和物,内服
ボルズィ錠１０ｍｇ,1190034F3025,ボルノレキサント水和物,内服
ナルティークＯＤ錠７５ｍｇ,1190035F1027,リメゲパント硫酸塩水和物,内服
アミノ安息香酸エチル,1212001X1014,アミノ安息香酸エチル,内服
キシロカインビスカス２％,1214001S1054,リドカイン塩酸塩,内服
リドカイン塩酸塩ビスカス２％「日新」,1214001S1062,リドカイン塩酸塩,内服
ストロカイン錠５ｍｇ,1219002F1065,オキセサゼイン,内服
クロルフェネシンカルバミン酸エステル１２５ｍｇ錠,1225001F1017,クロルフェネシンカルバミン酸エステル,内服
リンラキサー錠１２５ｍｇ,1225001F1114,クロルフェネシンカルバミン酸エステル,内服
クロルフェネシンカルバミン酸エステル２５０ｍｇ錠,1225001F2013,クロルフェネシンカルバミン酸エステル,内服
リンラキサー錠２５０ｍｇ,1225001F2250,クロルフェネシンカルバミン酸エステル,内服
ロバキシン顆粒９０％,1225003D1031,メトカルバモール,内服
ダントリウムカプセル２５ｍｇ,1229002M1036,ダントロレンナトリウム水和物,内服
マイテラーゼ錠１０ｍｇ,1231001F1030,アンベノニウム塩化物,内服
ベサコリン散５％,1231004B1067,ベタネコール塩化物,内服
プロ・バンサイン錠１５ｍｇ,1231008F1032,プロパンテリン臭化物,内服
メペンゾラート臭化物錠７．５ｍｇ「ツルハラ」,1231009F1100,メペンゾラート臭化物,内服
チキジウム臭化物顆粒２％「ツルハラ」,1231013D1083,チキジウム臭化物,内服
チキジウム臭化物５ｍｇカプセル,1231013M1016,チキジウム臭化物,内服
チアトンカプセル５ｍｇ,1231013M1040,チキジウム臭化物,内服
チキジウム臭化物１０ｍｇカプセル,1231013M2012,チキジウム臭化物,内服
チアトンカプセル１０ｍｇ,1231013M2179,チキジウム臭化物,内服
チキジウム臭化物カプセル１０ｍｇ「サワイ」,1231013M2217,チキジウム臭化物,内服
ジスチグミン臭化物錠,1231014F1011,ジスチグミン臭化物,内服
ウブレチド錠５ｍｇ,1231014F1054,ジスチグミン臭化物,内服
ワゴスチグミン散（０．５％）,1233001B1025,ネオスチグミン臭化物,内服
メスチノン錠６０ｍｇ,1239003F1046,ピリドスチグミン臭化物,内服
ブスコパン錠１０ｍｇ,1242002F1330,ブチルスコポラミン臭化物,内服
ブチルスコポラミン臭化物錠１０ｍｇ「ツルハラ」,1242002F1381,ブチルスコポラミン臭化物,内服
アトロピン硫酸塩水和物「ホエイ」原末,1242008X1066,アトロピン硫酸塩水和物,内服
パパベリン塩酸塩,1243001X1010,パパベリン塩酸塩,内服
ダクチル錠５０ｍｇ,1249004F1080,ピペリドレート塩酸塩,内服
チメピジウム臭化物錠３０ｍｇ「サワイ」,1249005F1122,チメピジウム臭化物水和物,内服
セスデンカプセル３０ｍｇ,1249005M1083,チメピジウム臭化物水和物,内服
バクロフェン錠,1249006F1011,バクロフェン,内服
コスパノン錠４０ｍｇ,1249007F1032,フロプロピオン,内服
コスパノン錠８０ｍｇ,1249007F2020,フロプロピオン,内服
コスパノンカプセル４０ｍｇ,1249007M1252,フロプロピオン,内服
アロフト錠２０ｍｇ,1249008F1215,アフロクアロン,内服
ミオナール顆粒１０％,1249009D1030,エペリゾン塩酸塩,内服
エペリゾン塩酸塩５０ｍｇ錠,1249009F1015,エペリゾン塩酸塩,内服
ミオナール錠５０ｍｇ,1249009F1090,エペリゾン塩酸塩,内服
テルネリン顆粒０．２％,1249010D1025,チザニジン塩酸塩,内服
チザニジン塩酸塩１ｍｇ錠,1249010F1018,チザニジン塩酸塩,内服
テルネリン錠１ｍｇ,1249010F1026,チザニジン塩酸塩,内服
チザニジン錠１ｍｇ「ＪＧ」,1249010F1271,チザニジン塩酸塩,内服
ロートエキス散,1249351B1010,ロートエキス,内服
ロートエキス散〈ハチ〉,1249351B1117,ロートエキス,内服
ビンダケルカプセル２０ｍｇ,1290001M1022,タファミジスメグルミン,内服
ファダプス錠１０ｍｇ,1290002F1028,アミファンプリジンリン酸塩,内服
アダプチノール錠５ｍｇ,1319004F1035,ヘレニエン,内服
ストミンＡ配合錠,1329100F1031,ニコチン酸アミド・パパベリン塩酸塩,内服
ジメンヒドリナート錠,1331001F1010,ジメンヒドリナート,内服
イソメニールカプセル７．５ｍｇ,1339001N1039,ｄｌ－イソプレナリン塩酸塩,内服
ジフェニドール塩酸塩２５ｍｇ錠,1339002F1012,ジフェニドール塩酸塩,内服
セファドール錠２５ｍｇ,1339002F1438,ジフェニドール塩酸塩,内服
ベタヒスチンメシル酸塩６ｍｇ錠,1339005F1016,ベタヒスチンメシル酸塩,内服
メリスロン錠６ｍｇ,1339005F1296,ベタヒスチンメシル酸塩,内服
ベタヒスチンメシル酸塩１２ｍｇ錠,1339005F2012,ベタヒスチンメシル酸塩,内服
メリスロン錠１２ｍｇ,1339005F2128,ベタヒスチンメシル酸塩,内服
トラベルミン配合錠,1339100F1038,ジフェンヒドラミン・ジプロフィリン,内服
アセノベル徐放錠５００ｍｇ,1900001G1020,アセノイラミン酸,内服
ジゴキシン錠,2113003F1014,ジゴキシン,内服
ジゴキシン錠０．０６２５「ＫＹＯ」,2113003F3025,ジゴキシン,内服
ジゴシン散０．１％,2113004B1033,ジゴキシン,内服
ジゴシンエリキシル０．０５ｍｇ／ｍＬ,2113004S1033,ジゴキシン,内服
メチルジゴキシン錠０．１ｍｇ「ＮＩＧ」,2113005F1056,メチルジゴキシン,内服
ラニラピッド錠０．０５ｍｇ,2113005F2028,メチルジゴキシン,内服
メチルジゴキシン錠０．０５ｍｇ「ＮＩＧ」,2113005F2044,メチルジゴキシン,内服
アミノフィリン水和物,2115001X1015,アミノフィリン水和物,内服
ネオフィリン錠１００ｍｇ,2115002F1057,アミノフィリン水和物,内服
安息香酸ナトリウムカフェイン,2115003X1014,安息香酸ナトリウムカフェイン,内服
安息香酸ナトリウムカフェイン原末「マルイシ」,2115003X1170,安息香酸ナトリウムカフェイン,内服
カフェイン水和物,2115004X1019,カフェイン水和物,内服
無水カフェイン,2115009X1011,無水カフェイン,内服
エチレフリン塩酸塩錠,2119001F1019,エチレフリン塩酸塩,内服
プロタノールＳ錠１５ｍｇ,2119002G1035,ｄｌ－イソプレナリン塩酸塩,内服
ユビデカレノン顆粒１％「ツルハラ」,2119003D1173,ユビデカレノン,内服
ノイキノン錠５ｍｇ,2119003F1093,ユビデカレノン,内服
ユビデカレノン１０ｍｇ錠,2119003F2014,ユビデカレノン,内服
ノイキノン錠１０ｍｇ,2119003F2332,ユビデカレノン,内服
ノイキノン糖衣錠１０ｍｇ,2119003F2340,ユビデカレノン,内服
ユビデカレノンカプセル５ｍｇ「ツルハラ」,2119003M1297,ユビデカレノン,内服
カルグート細粒５％,2119004C1032,デノパミン,内服
カルグート錠５,2119004F1020,デノパミン,内服
デノパミン錠５ｍｇ「日医工」,2119004F1055,デノパミン,内服
カルグート錠１０,2119004F2027,デノパミン,内服
デノパミン錠１０ｍｇ「日医工」,2119004F2051,デノパミン,内服
ピモベンダン錠１．２５ｍｇ「ＴＥ」,2119006F1020,ピモベンダン,内服
ピモベンダン錠２．５ｍｇ「ＴＥ」,2119006F2026,ピモベンダン,内服
ピモベンダン錠０．６２５ｍｇ「ＴＥ」,2119006F3022,ピモベンダン,内服
タナドーパ顆粒７５％,2119007D1031,ドカルパミン,内服
プロカインアミド塩酸塩錠,2121001F1017,プロカインアミド塩酸塩,内服
キニジン硫酸塩水和物,2122001X1010,キニジン硫酸塩水和物,内服
キニジン硫酸塩錠１００ｍｇ「ＶＴＲＳ」,2122002F1086,キニジン硫酸塩水和物,内服
小児用ミケラン細粒０．２％,2123005C1030,カルテオロール塩酸塩,内服
カルテオロール塩酸塩５ｍｇ錠,2123005F1010,カルテオロール塩酸塩,内服
ミケラン錠５ｍｇ,2123005F1141,カルテオロール塩酸塩,内服
プロプラノロール塩酸塩１０ｍｇ錠,2123008F1013,プロプラノロール塩酸塩,内服
インデラル錠１０ｍｇ,2123008F1048,プロプラノロール塩酸塩,内服
アテノロール２５ｍｇ錠,2123011F1015,アテノロール,内服
テノーミン錠２５,2123011F1155,アテノロール,内服
アテノロール５０ｍｇ錠,2123011F2011,アテノロール,内服
アルセノール錠５０,2123011F2127,アテノロール,内服
テノーミン錠５０,2123011F2437,アテノロール,内服
アテノロール錠５０ｍｇ「ツルハラ」,2123011F2623,アテノロール,内服
アロチノロール塩酸塩５ｍｇ錠,2123014F1019,アロチノロール塩酸塩,内服
アロチノロール塩酸塩錠５ｍｇ「ＤＳＰ」,2123014F1094,アロチノロール塩酸塩,内服
アロチノロール塩酸塩錠５ｍｇ「サワイ」,2123014F1116,アロチノロール塩酸塩,内服
アロチノロール塩酸塩１０ｍｇ錠,2123014F2015,アロチノロール塩酸塩,内服
アロチノロール塩酸塩錠１０ｍｇ「ＤＳＰ」,2123014F2201,アロチノロール塩酸塩,内服
ナディック錠３０ｍｇ,2123015F1021,ナドロール,内服
ビソプロロールフマル酸塩２．５ｍｇ錠,2123016F1018,ビソプロロールフマル酸塩,内服
メインテート錠２．５ｍｇ,2123016F1107,ビソプロロールフマル酸塩,内服
ビソプロロールフマル酸塩５ｍｇ錠,2123016F2014,ビソプロロールフマル酸塩,内服
メインテート錠５ｍｇ,2123016F2189,ビソプロロールフマル酸塩,内服
ビソプロロールフマル酸塩０．６２５ｍｇ錠,2123016F3010,ビソプロロールフマル酸塩,内服
メインテート錠０．６２５ｍｇ,2123016F3037,ビソプロロールフマル酸塩,内服
リスモダンカプセル５０ｍｇ,2129002M1060,ジソピラミド,内服
リスモダンカプセル１００ｍｇ,2129002M2139,ジソピラミド,内服
メキシレチン塩酸塩錠５０ｍｇ「杏林」,2129003F1049,メキシレチン塩酸塩,内服
メキシレチン塩酸塩錠５０ｍｇ「ＫＣＣ」,2129003F1057,メキシレチン塩酸塩,内服
メキシレチン塩酸塩錠１００ｍｇ「杏林」,2129003F2045,メキシレチン塩酸塩,内服
メキシレチン塩酸塩錠１００ｍｇ「ＫＣＣ」,2129003F2053,メキシレチン塩酸塩,内服
メキシチールカプセル５０ｍｇ,2129003M1021,メキシレチン塩酸塩,内服
メキシレチン塩酸塩カプセル５０ｍｇ「サワイ」,2129003M1188,メキシレチン塩酸塩,内服
メキシレチン塩酸塩カプセル５０ｍｇ「トーワ」,2129003M1200,メキシレチン塩酸塩,内服
メキシチールカプセル１００ｍｇ,2129003M2028,メキシレチン塩酸塩,内服
メキシレチン塩酸塩カプセル１００ｍｇ「サワイ」,2129003M2192,メキシレチン塩酸塩,内服
メキシレチン塩酸塩カプセル１００ｍｇ「トーワ」,2129003M2222,メキシレチン塩酸塩,内服
アスペノンカプセル１０,2129004M1026,アプリンジン塩酸塩,内服
アプリンジン塩酸塩カプセル１０ｍｇ「ＮＰ」,2129004M1050,アプリンジン塩酸塩,内服
アスペノンカプセル２０,2129004M2022,アプリンジン塩酸塩,内服
アプリンジン塩酸塩カプセル２０ｍｇ「ＮＰ」,2129004M2065,アプリンジン塩酸塩,内服
リン酸ジソピラミド１５０ｍｇ徐放錠,2129005F1013,リン酸ジソピラミド,内服
リスモダンＲ錠１５０ｍｇ,2129005F1129,リン酸ジソピラミド,内服
ジソピラミド徐放錠１５０ｍｇ「ＶＴＲＳ」,2129005F1242,リン酸ジソピラミド,内服
プロノン錠１５０ｍｇ,2129006F1026,プロパフェノン塩酸塩,内服
プロパフェノン塩酸塩錠１５０ｍｇ「オーハラ」,2129006F1050,プロパフェノン塩酸塩,内服
プロノン錠１００ｍｇ,2129006F2022,プロパフェノン塩酸塩,内服
プロパフェノン塩酸塩錠１００ｍｇ「オーハラ」,2129006F2057,プロパフェノン塩酸塩,内服
シベンゾリンコハク酸塩５０ｍｇ錠,2129007F1012,シベンゾリンコハク酸塩,内服
シベノール錠５０ｍｇ,2129007F1020,シベンゾリンコハク酸塩,内服
シベンゾリンコハク酸塩１００ｍｇ錠,2129007F2019,シベンゾリンコハク酸塩,内服
シベノール錠１００ｍｇ,2129007F2027,シベンゾリンコハク酸塩,内服
ピルシカイニド塩酸塩２５ｍｇカプセル,2129008M1016,ピルシカイニド塩酸塩水和物,内服
サンリズムカプセル２５ｍｇ,2129008M1024,ピルシカイニド塩酸塩水和物,内服
ピルシカイニド塩酸塩５０ｍｇカプセル,2129008M2012,ピルシカイニド塩酸塩水和物,内服
サンリズムカプセル５０ｍｇ,2129008M2020,ピルシカイニド塩酸塩水和物,内服
タンボコール細粒１０％,2129009C1023,フレカイニド酢酸塩,内服
タンボコール錠５０ｍｇ,2129009F1020,フレカイニド酢酸塩,内服
フレカイニド酢酸塩錠５０ｍｇ「ＫＯ」,2129009F1038,フレカイニド酢酸塩,内服
フレカイニド酢酸塩錠５０ｍｇ「ＶＴＲＳ」,2129009F1062,フレカイニド酢酸塩,内服
タンボコール錠１００ｍｇ,2129009F2026,フレカイニド酢酸塩,内服
フレカイニド酢酸塩錠１００ｍｇ「ＫＯ」,2129009F2034,フレカイニド酢酸塩,内服
フレカイニド酢酸塩錠１００ｍｇ「ＶＴＲＳ」,2129009F2069,フレカイニド酢酸塩,内服
アミオダロン塩酸塩１００ｍｇ錠,2129010F1014,アミオダロン塩酸塩,内服
アンカロン錠１００,2129010F1022,アミオダロン塩酸塩,内服
アミオダロン塩酸塩速崩錠５０ｍｇ「ＴＥ」,2129010F3025,アミオダロン塩酸塩,内服
ベプリコール錠５０ｍｇ,2129011F1035,ベプリジル塩酸塩水和物,内服
ベプリジル塩酸塩錠５０ｍｇ「ＴＥ」,2129011F1043,ベプリジル塩酸塩水和物,内服
ベプリコール錠１００ｍｇ,2129011F2031,ベプリジル塩酸塩水和物,内服
ベプリジル塩酸塩錠１００ｍｇ「ＴＥ」,2129011F2040,ベプリジル塩酸塩水和物,内服
ピメノールカプセル５０ｍｇ,2129012M1020,ピルメノール塩酸塩水和物,内服
ピメノールカプセル１００ｍｇ,2129012M2027,ピルメノール塩酸塩水和物,内服
ソタロール塩酸塩錠４０ｍｇ「ＴＥ」,2129013F1034,ソタロール塩酸塩,内服
ソタロール塩酸塩錠８０ｍｇ「ＴＥ」,2129013F2030,ソタロール塩酸塩,内服
トリクロルメチアジド２ｍｇ錠,2132003F1010,トリクロルメチアジド,内服
フルイトラン錠２ｍｇ,2132003F1257,トリクロルメチアジド,内服
トリクロルメチアジド１ｍｇ錠,2132003F3012,トリクロルメチアジド,内服
フルイトラン錠１ｍｇ,2132003F3039,トリクロルメチアジド,内服
ヒドロクロロチアジド錠２５ｍｇ「トーワ」,2132004F1103,ヒドロクロロチアジド,内服
ヒドロクロロチアジド錠１２．５ｍｇ「トーワ」,2132004F2037,ヒドロクロロチアジド,内服
ヒドロクロロチアジドＯＤ錠１２．５ｍｇ「トーワ」,2132004F3025,ヒドロクロロチアジド,内服
アルダクトンＡ細粒１０％,2133001C1097,スピロノラクトン,内服
スピロノラクトン２５ｍｇ錠,2133001F1018,スピロノラクトン,内服
アルダクトンＡ錠２５ｍｇ,2133001F1522,スピロノラクトン,内服
アルダクトンＡ錠５０ｍｇ,2133001F2057,スピロノラクトン,内服
アセタゾラミド,2134001X1010,アセタゾラミド,内服
ダイアモックス錠２５０ｍｇ,2134002F1109,アセタゾラミド,内服
バイカロン錠２５ｍｇ,2135001F1128,メフルシド,内服
メフルシド錠２５ｍｇ「日医工」,2135001F1136,メフルシド,内服
イソソルビド内服ゼリー７０％分包２０ｇ「日医工」,2139001Q1039,イソソルビド,内服
イソソルビド内服ゼリー７０％分包３０ｇ「日医工」,2139001Q2035,イソソルビド,内服
イソバイドシロップ７０％,2139001S1060,イソソルビド,内服
イソソルビド内用液７０％「ＣＥＯ」,2139001S1079,イソソルビド,内服
イソバイドシロップ７０％分包３０ｍＬ,2139001S2032,イソソルビド,内服
イソソルビド内用液７０％分包３０ｍＬ「ＣＥＯ」,2139001S2040,イソソルビド,内服
イソバイドシロップ７０％分包２０ｍＬ,2139001S3020,イソソルビド,内服
イソバイドシロップ７０％分包２３ｍＬ,2139001S4027,イソソルビド,内服
