医薬品名,薬価基準収載医薬品コード,一般名,薬剤区分
オルツビーオ静注用２５０,6343459D1028,エフアネソクトコグ　アルファ（遺伝子組換え）,注射
オルツビーオ静注用５００,6343459D2024,エフアネソクトコグ　アルファ（遺伝子組換え）,注射
オルツビーオ静注用１０００,6343459D3020,エフアネソクトコグ　アルファ（遺伝子組換え）,注射
オルツビーオ静注用２０００,6343459D4027,エフアネソクトコグ　アルファ（遺伝子組換え）,注射
オルツビーオ静注用３０００,6343459D5023,エフアネソクトコグ　アルファ（遺伝子組換え）,注射
オルツビーオ静注用４０００,6343459D6020,エフアネソクトコグ　アルファ（遺伝子組換え）,注射
オビザー静注用５００,6343460D1020,スソクトコグ　アルファ（遺伝子組換え）,注射
セプーロチン静注用１０００単位,6343461D1025,乾燥濃縮人プロテインＣ,注射
ヒムペブジ皮下注１５０ｍｇペン,6343462G1026,マルスタシマブ（遺伝子組換え）,注射
バイクロット配合静注用,6343500D1027,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,注射
バイクロット配合静注用２．５ｍＬ,6343500D1035,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,注射
バイクロット配合静注用５ｍＬ,6343500D2023,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,注射
バイクロット配合静注用１０ｍＬ,6343500D3020,乾燥濃縮人血液凝固第Ⅹ因子加活性化第Ⅶ因子,注射
ハイキュービア１０％皮下注セット５ｇ／５０ｍＬ,6343501A1025,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,注射
ハイキュービア１０％皮下注セット１０ｇ／１００ｍＬ,6343501A2021,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,注射
ハイキュービア１０％皮下注セット２０ｇ／２００ｍＬ,6343501A3028,ｐＨ４処理酸性人免疫グロブリン（皮下注射）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,注射
ノーモサング点滴静注２５０ｍｇ,6349400A1026,ヘミン,注射
精製ツベルクリン,6393400X1019,精製ツベルクリン,注射
スミフェロン注ＤＳ３００万ＩＵ,6399404A5030,インターフェロンアルファ（ＮＡＭＡＬＷＡ）,注射
スミフェロン注ＤＳ６００万ＩＵ,6399404A6036,インターフェロンアルファ（ＮＡＭＡＬＷＡ）,注射
イムノマックス－γ注１００,6399408F4020,インターフェロンガンマ－１ａ（遺伝子組換え）,注射
イムノマックス－γ注５０,6399408F7020,インターフェロンガンマ－１ａ（遺伝子組換え）,注射
イムネース注３５,6399411D1022,テセロイキン（遺伝子組換え）,注射
アトガム点滴静注液２５０ｍｇ,6399413A2021,抗ヒト胸腺細胞ウマ免疫グロブリン,注射
ベタフェロン皮下注用９６０万国際単位,6399416D1033,インターフェロンベータ－１ｂ（遺伝子組換え）,注射
シムレクト静注用２０ｍｇ,6399418D1032,バシリキシマブ（遺伝子組換え）,注射
シムレクト小児用静注用１０ｍｇ,6399418D2020,バシリキシマブ（遺伝子組換え）,注射
ペガシス皮下注９０μｇ,6399419A1022,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,注射
ペガシス皮下注１８０μｇ,6399419A2029,ペグインターフェロンアルファ－２ａ（遺伝子組換え）,注射
アクテムラ点滴静注用２００ｍｇ,6399421A1020,トシリズマブ（遺伝子組換え）,注射
アクテムラ点滴静注用８０ｍｇ,6399421A2026,トシリズマブ（遺伝子組換え）,注射
アクテムラ点滴静注用４００ｍｇ,6399421A3022,トシリズマブ（遺伝子組換え）,注射
アクテムラ皮下注１６２ｍｇシリンジ,6399421G1022,トシリズマブ（遺伝子組換え）,注射
アクテムラ皮下注１６２ｍｇオートインジェクター,6399421G2029,トシリズマブ（遺伝子組換え）,注射
アボネックス筋注用シリンジ３０μｇ,6399422G1027,インターフェロンベータ－１ａ（遺伝子組換え）,注射
アボネックス筋注３０μｇペン,6399422G2023,インターフェロンベータ－１ａ（遺伝子組換え）,注射
サイモグロブリン点滴静注用２５ｍｇ,6399423F1026,抗ヒト胸腺細胞ウサギ免疫グロブリン,注射
ソリリス点滴静注３００ｍｇ,6399424A1023,エクリズマブ（遺伝子組換え）,注射
ユルトミリスＨＩ点滴静注３００ｍｇ／３ｍＬ,6399427A2023,ラブリズマブ（遺伝子組換え）,注射
ユルトミリスＨＩ点滴静注１１００ｍｇ／１１ｍＬ,6399427A3020,ラブリズマブ（遺伝子組換え）,注射
エンスプリング皮下注１２０ｍｇシリンジ,6399428G1024,サトラリズマブ（遺伝子組換え）,注射
ユプリズナ点滴静注１００ｍｇ,6399429A1026,イネビリズマブ（遺伝子組換え）,注射
ウィフガート点滴静注４００ｍｇ,6399430A1029,エフガルチギモド　アルファ（遺伝子組換え）,注射
エジャイモ点滴静注１．１ｇ,6399431A1023,スチムリマブ（遺伝子組換え）,注射
リスティーゴ皮下注２８０ｍｇ,6399432A1028,ロザノリキシズマブ（遺伝子組換え）,注射
リスティーゴ皮下注４２０ｍｇ,6399432A2024,ロザノリキシズマブ（遺伝子組換え）,注射
ピアスカイ注３４０ｍｇ,6399433A1022,クロバリマブ（遺伝子組換え）,注射
アイマービー点滴静注３００ｍｇ,6399434A1027,ニポカリマブ（遺伝子組換え）,注射
アイマービー点滴静注１２００ｍｇ,6399434A2023,ニポカリマブ（遺伝子組換え）,注射
トシリズマブＢＳ点滴静注８０ｍｇ「ＣＴ」,6399435A1021,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,注射
トシリズマブＢＳ点滴静注２００ｍｇ「ＣＴ」,6399435A2028,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,注射
トシリズマブＢＳ点滴静注４００ｍｇ「ＣＴ」,6399435A3024,トシリズマブ（遺伝子組換え）［トシリズマブ後続１］,注射
ヒスタグロビン皮下注用,6399500D2037,ヒスタミン加人免疫グロブリン（乾燥）,注射
ヒフデュラ配合皮下注,6399501A1020,エフガルチギモド　アルファ（遺伝子組換え）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,注射
ヒフデュラ配合皮下注シリンジ,6399501G1023,エフガルチギモド　アルファ（遺伝子組換え）・ボルヒアルロニダーゼ　アルファ（遺伝子組換え）,注射
ベナンバックス注用３００ｍｇ,6419400D1037,ペンタミジンイセチオン酸塩,注射
アネメトロ点滴静注液５００ｍｇ,6419401A1027,メトロニダゾール,注射
バクトラミン注,6419500A1020,スルファメトキサゾール・トリメトプリム,注射
注射用水,7131400A1017,注射用水,注射
注射用水（ニプロ）,7131400A1041,注射用水,注射
注射用水「フソー」,7131400A1106,注射用水,注射
大塚蒸留水,7131400A2129,注射用水,注射
注射用水ＰＬ「フソー」,7131400A2145,注射用水,注射
注射用水（光）,7131400A2153,注射用水,注射
イオタラム酸ナトリウム注射液,7211401A1014,イオタラム酸ナトリウム,注射
イオタラム酸メグルミン注射液,7211402A1019,イオタラム酸メグルミン,注射
リピオドール４８０注１０ｍＬ,7211404X1037,ヨード化ケシ油脂肪酸エチルエステル,注射
アミドトリゾ酸ナトリウムメグルミン注射液,7214400A2018,アミドトリゾ酸ナトリウムメグルミン,注射
ビリスコピン点滴静注５０,7219403A1038,イオトロクス酸メグルミン,注射
イオパミロン注３００,7219412A2068,イオパミドール,注射
イオパミドール３００注５０ｍＬ「Ｆ」,7219412A2122,イオパミドール,注射
イオパミドール３００注１００ｍＬ「Ｆ」,7219412A3137,イオパミドール,注射
イオパミロン注３７０,7219412A5067,イオパミドール,注射
イオパミドール３７０注５０ｍＬ「Ｆ」,7219412A5121,イオパミドール,注射
イオパミドール３７０注１００ｍＬ「Ｆ」,7219412A6136,イオパミドール,注射
イオパミドール１５０注５０ｍＬ「Ｆ」,7219412A7086,イオパミドール,注射
イオパミドール１５０注２００ｍＬ「Ｆ」,7219412A8082,イオパミドール,注射
イオパミドール３００注２０ｍＬ「Ｆ」,7219412A9127,イオパミドール,注射
イオパミロン注３００シリンジ,7219412G1030,イオパミドール,注射
イオパミドール３００注シリンジ１００ｍＬ「Ｆ」,7219412G1099,イオパミドール,注射
イオパミドール３００注シリンジ５０ｍＬ「Ｆ」,7219412G2117,イオパミドール,注射
イオパミドール３００注シリンジ８０ｍＬ「Ｆ」,7219412G6090,イオパミドール,注射
イオパミロン注３７０シリンジ,7219412G7038,イオパミドール,注射
イオパミドール３７０注シリンジ１００ｍＬ「Ｆ」,7219412G7089,イオパミドール,注射
イオパミドール３７０注シリンジ８０ｍＬ「Ｆ」,7219412G9103,イオパミドール,注射
イオパミドール３７０注２０ｍＬ「Ｆ」,7219412H1124,イオパミドール,注射
イオパミドール３７０注シリンジ５０ｍＬ「Ｆ」,7219412P1099,イオパミドール,注射
イオパミドール３００注シリンジ１５０ｍＬ「Ｆ」,7219412P2036,イオパミドール,注射
イオパミドール３７０注シリンジ６５ｍＬ「Ｆ」,7219412P3075,イオパミドール,注射
イソビスト注３００,7219414A2032,イオトロラン,注射
イソビスト注２４０,7219414A3039,イオトロラン,注射
オムニパーク２４０注１０ｍＬ,7219415A4030,イオヘキソール,注射
オムニパーク３００注１０ｍＬ,7219415A8043,イオヘキソール,注射
オムニパーク３００注２０ｍＬ,7219415A9066,イオヘキソール,注射
イオヘキソール３００注２０ｍＬ「Ｆ」,7219415A9090,イオヘキソール,注射
オムニパーク２４０注シリンジ１００ｍＬ,7219415G1050,イオヘキソール,注射
イオヘキソール２４０注シリンジ１００ｍＬ「Ｆ」,7219415G1076,イオヘキソール,注射
オムニパーク３００注シリンジ５０ｍＬ,7219415G2064,イオヘキソール,注射
イオヘキソール３００注シリンジ５０ｍＬ「Ｆ」,7219415G2102,イオヘキソール,注射
オムニパーク３００注シリンジ１００ｍＬ,7219415G3117,イオヘキソール,注射
イオヘキソール３００注シリンジ１００ｍＬ「Ｆ」,7219415G3141,イオヘキソール,注射
オムニパーク３００注シリンジ８０ｍＬ,7219415G4067,イオヘキソール,注射
イオヘキソール３００注シリンジ８０ｍＬ「Ｆ」,7219415G4105,イオヘキソール,注射
オムニパーク３５０注シリンジ１００ｍＬ,7219415G5063,イオヘキソール,注射
イオヘキソール３５０注シリンジ１００ｍＬ「Ｆ」,7219415G5098,イオヘキソール,注射
オムニパーク３００注シリンジ１５０ｍＬ,7219415G6035,イオヘキソール,注射
イオヘキソール３００注シリンジ１５０ｍＬ「Ｆ」,7219415G6086,イオヘキソール,注射
オムニパーク３００注シリンジ１２５ｍＬ,7219415G7031,イオヘキソール,注射
イオヘキソール３００注シリンジ１２５ｍＬ「Ｆ」,7219415G7082,イオヘキソール,注射
オムニパーク３５０注シリンジ７０ｍＬ,7219415G8038,イオヘキソール,注射
イオヘキソール３５０注シリンジ７０ｍＬ「Ｆ」,7219415G8070,イオヘキソール,注射
オムニパーク３００注シリンジ１１０ｍＬ,7219415G9026,イオヘキソール,注射
イオヘキソール３００注シリンジ１１０ｍＬ「Ｆ」,7219415G9077,イオヘキソール,注射
オムニパーク３００注５０ｍＬ,7219415H1071,イオヘキソール,注射
イオヘキソール３００注５０ｍＬ「Ｆ」,7219415H1101,イオヘキソール,注射
オムニパーク３００注１００ｍＬ,7219415H2078,イオヘキソール,注射
イオヘキソール３００注１００ｍＬ「Ｆ」,7219415H2108,イオヘキソール,注射
オムニパーク３５０注２０ｍＬ,7219415H3066,イオヘキソール,注射
イオヘキソール３５０注２０ｍＬ「Ｆ」,7219415H3082,イオヘキソール,注射
オムニパーク３５０注５０ｍＬ,7219415H4062,イオヘキソール,注射
イオヘキソール３５０注５０ｍＬ「Ｆ」,7219415H4089,イオヘキソール,注射
オムニパーク３５０注１００ｍＬ,7219415H5069,イオヘキソール,注射
イオヘキソール３５０注１００ｍＬ「Ｆ」,7219415H5085,イオヘキソール,注射
オムニパーク３５０注シリンジ４５ｍＬ,7219415H8025,イオヘキソール,注射
オプチレイ３２０注２０ｍＬ,7219416A8030,イオベルソール,注射
オプチレイ３２０注５０ｍＬ,7219416A9036,イオベルソール,注射
オプチレイ２４０注シリンジ１００ｍＬ,7219416G1038,イオベルソール,注射
オプチレイ３２０注シリンジ７５ｍＬ,7219416G3030,イオベルソール,注射
オプチレイ３２０注シリンジ１００ｍＬ,7219416G4037,イオベルソール,注射
オプチレイ３５０注シリンジ１００ｍＬ,7219416G9039,イオベルソール,注射
オプチレイ３２０注１００ｍＬ,7219416H1033,イオベルソール,注射
オプチレイ３５０注２０ｍＬ,7219416H2030,イオベルソール,注射
オプチレイ３５０注５０ｍＬ,7219416H3036,イオベルソール,注射
オプチレイ３５０注１００ｍＬ,7219416H4032,イオベルソール,注射
オプチレイ３５０注シリンジ１３５ｍＬ,7219416P1020,イオベルソール,注射
イオメロン３００注２０ｍＬ,7219417A1030,イオメプロール,注射
イオメロン３００注５０ｍＬ,7219417A2036,イオメプロール,注射
イオメロン３００注１００ｍＬ,7219417A3032,イオメプロール,注射
